0.14734566 9.435244 12.253721 9.81896 1.5088137 6.9001856 0.7724374 2.7753086 4.4058948 8.544066 
0.1398657 9.432013 12.243735 9.817026 2.040486 7.2295117 0.69983673 2.9805558 4.562834 8.634353 
0.025225926 9.45901 12.556542 9.804917 2.3476465 7.195427 0.4890068 3.2534766 4.74322 8.580462 
-0.071770586 9.666309 12.511049 9.710862 2.20171 6.901297 0.39944538 3.294907 4.3795357 8.705041 
0.01841808 9.446791 12.570833 9.854113 2.4077103 7.277786 0.5205114 3.2584295 4.7608433 8.517951 
-0.02440815 9.360224 12.917506 9.764107 2.9618282 7.1305366 0.342572 3.7499871 5.404212 8.51656 
0.058227982 9.466933 12.499655 9.769828 2.416378 7.314549 0.5215395 3.2557373 4.5965915 8.663306 
-0.02021053 9.565154 12.486845 9.756395 2.142132 6.966166 0.47733405 3.2049587 4.476822 8.633585 
0.07811015 9.450676 12.465573 9.779298 2.3703694 7.3558593 0.54442203 3.2042391 4.614213 8.665425 
0.0347074 9.459469 12.520415 9.82234 2.7385209 7.454003 0.57140005 3.4025183 4.678056 8.598011 
0.24042468 9.616621 11.638506 9.947762 0.47870898 6.4957156 0.8999992 2.0704002 3.9640033 8.600247 
0.23602444 9.566713 11.705093 9.949115 0.6521017 6.5311136 0.89896995 2.179393 4.0499597 8.575607 
0.24576831 9.613274 11.639051 9.965264 0.5541925 6.4852414 0.89851314 2.1094491 3.9829102 8.592285 
-0.32528022 10.210627 11.494131 9.936828 1.6543418 6.214036 -0.13626964 2.7673202 4.0001926 8.903557 
-0.33973828 10.227737 11.473879 9.951593 1.6329699 6.196125 -0.14681461 2.7479987 3.9810805 8.918493 
-0.34427178 10.236767 11.471122 9.954007 1.6460699 6.1913996 -0.16287157 2.7537282 3.9769413 8.917095 
0.16476697 9.419004 12.214244 9.811188 1.3783835 6.845267 0.8169039 2.7030444 4.370815 8.538356 
0.25945538 9.473093 10.940341 9.635099 0.04957359 5.2458715 0.5600536 2.2881114 3.8589706 9.328568 
0.16247965 9.4188175 12.227692 9.800424 1.3673018 6.838641 0.8223276 2.7093868 4.3572073 8.538648 
0.16957153 9.474124 11.963134 9.881996 1.1287675 6.7041607 0.80496883 2.493938 4.2620454 8.560585 
6.245685e-05 9.443495 12.48258 9.837032 1.9777203 6.8415174 0.5401169 3.101772 4.7411313 8.458559 
-0.19002572 9.863037 12.531585 9.659204 2.2692947 6.5614357 0.36287206 3.4422276 4.0584407 8.711157 
