8.045921 4.300967 4.0353413 8.2470045 7.641395 5.792431 5.3048906 5.1040564 4.1526175 7.382884 4.1943836 0.7133374 
8.036758 4.2481008 4.000506 7.881639 7.7048573 5.701574 5.0205636 5.023518 4.3011284 7.3001313 4.3347025 0.96868503 
7.9312453 4.2769766 4.0252647 7.4145536 7.543692 5.719381 4.752827 4.826812 4.2835045 7.397214 4.463581 0.9690769 
7.8940144 4.3867917 4.1128745 7.4724236 7.2994833 5.6921268 4.9237475 5.1429048 4.0994763 7.2825165 4.5659094 0.80126417 
7.935815 4.263425 4.0036125 7.3788934 7.5983553 5.704035 4.7068896 4.7991815 4.306547 7.464438 4.478779 1.0424906 
7.8017564 4.2149224 4.0720243 6.7161474 7.258264 5.698906 4.3794613 4.204156 4.467417 7.5473404 4.6063657 1.0686182 
7.9550123 4.273532 4.0211234 7.365048 7.613325 5.636708 4.684598 4.993616 4.352622 7.2883697 4.4727707 0.9987329 
7.916444 4.34565 4.0821633 7.5521846 7.388875 5.7258906 4.926613 5.0579057 4.1664934 7.3624587 4.465807 0.82862175 
7.9685545 4.264931 4.009112 7.437446 7.6504703 5.652722 4.718116 4.9675303 4.344963 7.303363 4.4522223 1.0106015 
7.9431005 4.2230825 4.0085773 7.156062 7.5974364 5.5284805 4.5673447 4.9343047 4.4906473 7.400896 4.557872 1.2304467 
8.361842 4.410114 3.980119 9.2866955 8.038809 6.0265827 5.9113045 5.5059547 3.9309707 7.15525 3.6317222 0.3359394 
8.3093605 4.3843336 3.9924135 9.167296 7.982498 5.9995165 5.827281 5.433941 3.9705048 7.1891966 3.7151806 0.40575632 
8.338803 4.3999414 3.993458 9.25626 8.023617 6.009493 5.8765793 5.476582 3.9527333 7.1655464 3.661683 0.36209753 
7.79797 4.5068274 4.0298433 8.377561 7.1373715 6.431141 5.7970624 5.5628457 2.9080024 6.6568127 5.029684 0.58116996 
7.79557 4.5086374 4.030011 8.384925 7.1341753 6.4380746 5.8049765 5.5698586 2.8974042 6.6503825 5.0346527 0.57704276 
7.7946634 4.5087204 4.030933 8.372209 7.1311417 6.430455 5.7953773 5.5643992 2.906772 6.6549735 5.0369544 0.5838726 
8.065557 4.2965026 4.034594 8.384098 7.680464 5.8083487 5.388712 5.122899 4.151425 7.3811717 4.1287575 0.67366457 
7.693294 4.492595 4.0679803 10.435993 7.3209386 6.6177845 6.759568 5.33859 3.712097 6.618717 4.061089 0.085221335 
8.051792 4.296785 4.0329914 8.330337 7.6505966 5.8230143 5.3649144 5.0956044 4.1349545 7.3805513 4.169299 0.69844526 
