-0.7712754 5.6201963 -1.2135913 
-0.63521606 4.7920413 -1.2799159 
-0.48438555 4.588524 -1.6191474 
-0.13410014 4.812792 -1.2731344 
-0.5961543 4.524888 -1.6087569 
-0.45659417 3.9535189 -2.2584996 
-0.3486158 4.547108 -1.4959817 
-0.32727143 4.8939223 -1.3421055 
-0.3737159 4.5952897 -1.4695817 
-0.45041475 4.0651984 -1.4162501 
-0.93301463 7.014964 -0.9526333 
-0.9451169 6.838884 -1.0078636 
-0.9309948 6.951666 -0.97926337 
0.40116087 5.3980656 0.53238463 
0.39670804 5.400689 0.5281039 
0.4065642 5.391744 0.53998506 
-0.8109074 5.7433014 -1.1935073 
-2.286158 7.594681 -0.63685447 
-0.79073817 5.675221 -1.2355239 
-0.9760216 6.1953716 -1.1287036 
-0.76435703 5.0962214 -1.508823 
-0.7254613 5.2030425 -1.4639788 
-0.76400477 5.111885 -1.5523211 
-0.81448126 5.136996 -1.595188 
0.52901864 4.116845 0.11006931 
0.34195656 4.4796886 -0.3850854 
-0.84065944 4.4801965 -1.697612 
-0.7979091 5.2691245 -1.3704059 
-0.6772498 5.16794 -1.3697294 
-1.4924537 4.2597737 -0.5634733 
-0.8287077 5.2082896 -1.3625315 
-0.48617408 5.825457 -0.985294 
-0.37641287 2.078144 -2.6964898 
-0.26788846 5.0470705 -1.2270504 
-0.43026176 4.0858064 -3.1588182 
-0.17847498 4.898377 -1.3016748 
0.061192438 4.793581 -0.70654666 
-0.1935003 4.3781343 -1.5046461 
-0.26376212 3.083578 -0.78562886 
-0.31989926 1.9839739 -2.8271427 
-0.26808894 3.5953395 -2.258595 
-1.4257488 4.3031483 -0.5860155 
-1.506404 4.2586045 -0.53681797 
-0.49296385 5.6552534 -0.9558919 
-0.650917 5.7526345 -1.038857 
-0.8918957 5.958925 -1.0617619 
-0.7860401 5.8364525 -1.004834 
-0.107874274 5.1682124 -1.0107416 
-0.4005703 5.571004 -0.96826434 
-0.3565491 5.630137 -0.9055771 
-0.6304483 5.7545567 -0.99292403 
-1.3316633 2.6555438 -4.5031204 
-1.2284642 2.8386784 -4.527514 
-0.49660832 5.8035693 -0.9940951 
-0.23660691 4.2606187 -1.5631778 
-1.2209618 2.9082541 -4.507021 
-1.210665 2.820329 -4.4779515 
-0.51768845 4.3357654 -1.0676116 
-0.7993942 4.8644505 -1.4997253 
-0.10256954 4.9780483 -1.1091596 
-0.8844967 6.032417 -1.1427618 
-1.1579791 4.772745 -1.9588464 
-1.1138397 4.7430043 -1.939269 
-1.1116924 4.770228 -1.8950148 
-1.1209545 4.778816 -1.9154416 
-1.1485786 3.0134068 -4.531646 
-1.1024781 4.8133354 -1.8571163 
-0.82363117 5.2009463 -1.3470572 
-1.0203252 5.957344 -1.3863114 
-0.9629695 5.982845 -1.2175208 
-0.53401154 5.6391387 -1.0438393 
-0.6012976 4.4176607 -1.6639311 
-1.1206404 6.1207247 -1.438857 
-1.2222475 4.017817 -2.2072027 
-1.1298643 6.1370525 -1.4489529 
-1.1278894 6.1222506 -1.4435654 
-1.1251907 6.1336174 -1.4425591 
-1.1244735 6.141561 -1.435185 
-1.133523 6.1300707 -1.4402305 
-1.1326847 6.139577 -1.4453413 
-0.9787157 5.994577 -1.2976538 
-1.1313298 6.1313653 -1.4577595 
-1.1304303 6.134895 -1.4450634 
-1.125369 6.1332593 -1.4408263 
-0.4978655 4.346487 -1.9949528 
-0.02791586 4.5536666 -0.773925 
-0.57341427 5.293049 -1.0872478 
-0.76205146 4.998077 -1.5443227 
-0.14776942 5.026911 -1.0978988 
-0.65883166 5.2708645 -1.1023142 
-2.3060114 7.6270275 -0.62932974 
-2.3112092 7.6343117 -0.6272361 
-2.3130007 7.6366963 -0.62644553 
-2.2940357 7.6057477 -0.6384486 
-2.3126876 7.6363535 -0.6266338 
-2.3119028 7.6361156 -0.62666 
-2.323047 7.6482706 -0.61954594 
-2.3144932 7.6385574 -0.62562394 
-2.2999158 7.618988 -0.6309695 
-0.5439737 5.7487464 -1.024841 
-0.8119535 5.4527454 -1.279015 
-0.84947854 5.47964 -1.3315873 
-0.91656244 5.8658037 -1.3063122 
-0.84444124 5.483283 -1.3233845 
-0.7955852 5.595172 -1.2011421 
-0.940016 5.929747 -1.2565527 
-0.72171134 4.760931 -1.5035573 
-0.55318063 4.349443 -2.1308756 
0.44797567 4.3830175 -0.08906626 
-0.18946454 5.079409 -1.0545651 
-0.92609316 1.9486688 -2.443412 
-0.50628144 5.8103013 -0.992393 
-0.90325797 4.175119 -1.1436998 
-1.4213659 5.5772953 -1.0352994 
-1.0698473 5.257273 -1.0702515 
-1.409426 5.5237603 -1.0448844 
-1.4272426 5.5519595 -1.0375005 
-1.5550989 5.7213273 -1.0256093 
-1.5518008 5.771526 -0.96419674 
-1.5752629 5.763688 -0.96194184 
-1.3339916 5.3298554 -1.0813922 
-1.4186535 3.8999596 -0.27816382 
-0.81537366 5.705295 -1.1844677 
-0.8200548 5.7485275 -1.2229882 
-1.4818068 4.271507 -0.5728565 
-0.77464074 5.669709 -1.1071084 
-1.4340177 5.571084 -1.0373828 
-1.5785965 5.7664695 -0.95475906 
-1.6034219 5.7525263 -0.99230343 
-1.547352 5.687693 -1.004019 
1.0178875 0.94458795 -1.7574772 
-1.5822847 5.7801437 -0.9661003 
-1.6115019 5.75477 -0.99888474 
-1.6111213 5.760169 -0.9921788 
-1.6099461 5.7682347 -0.9889944 
1.0810677 0.12722434 -1.6537634 
-0.78919226 5.744089 -1.1721019 
-0.84884155 4.5937953 -1.0857528 
-2.2995157 7.617447 -0.63156295 
-0.3572788 3.242828 -3.4907446 
-2.2870915 7.6054087 -0.6453507 
-2.312022 7.6348343 -0.6268431 
-2.3137383 7.637374 -0.625959 
-2.3130355 7.6363606 -0.62640053 
-2.313489 7.6373487 -0.6260189 
-2.302875 7.6225433 -0.6305055 
-2.3274002 7.650546 -0.6109552 
-2.315346 7.639359 -0.6252516 
-2.3014314 7.620421 -0.6312279 
-0.8100206 5.106849 -1.4077997 
-0.9452271 6.5942674 -1.1128277 
-0.92684454 7.0221076 -0.9562079 
0.37143734 5.124316 0.33657527 
0.3863258 5.156741 0.37795746 
0.3988687 5.255348 0.45252967 
0.33835512 5.047326 0.2620009 
0.0226464 3.876898 -1.8883574 
0.37928334 5.13089 0.34524754 
-0.2577802 3.304008 -3.6805687 
-1.1103685 2.4230616 -4.506072 
0.3826586 5.142532 0.3570882 
-0.9428172 7.035205 -0.94052905 
-0.8776478 6.998902 -0.9978935 
-0.939181 6.8910756 -1.0517869 
-0.91084725 7.0131836 -0.9798945 
-0.90818566 7.0139513 -0.9722209 
0.011947161 4.6944866 -1.112449 
-0.83511347 5.168356 -1.3978089 
-0.8121323 5.474121 -1.2610345 
-0.95412534 6.910703 -0.99385506 
-0.45417786 4.640666 -1.4832389 
-0.62350774 4.587386 -1.7036414 
-0.92514414 7.006065 -0.96174896 
-0.9197993 7.0172825 -0.96381915 
-0.94029266 6.8528304 -1.065255 
-0.8693954 4.4619637 -1.7050613 
0.35196355 1.2604382 -3.4211242 
0.4057061 5.4027853 0.5451734 
0.40552005 5.40115 0.5433789 
-0.5531364 4.3821893 -1.1403013 
-0.62258685 5.0152082 -0.7879721 
-0.61139107 4.796885 -0.7115036 
-0.622889 4.7751746 -0.7028086 
-0.5950507 4.785516 -0.6863438 
0.06497443 0.335682 -0.06285689 
-0.6249588 4.7629194 -0.65192556 
1.7984627 2.0204887 0.4857745 
-1.2224257 2.9028456 -4.5021935 
-0.5300592 4.6682143 -0.80602795 
-0.6172969 4.7804337 -0.7023184 
-0.6195966 4.7856317 -0.6728779 
-0.623768 4.787989 -0.67859304 
-0.69260424 4.7345595 -0.8491977 
-0.6203071 4.7917957 -0.66742647 
-0.61751103 4.7805023 -0.6578798 
