10.132501 7.178137 3.9240868 12.672726 6.2777987 
10.137797 6.913088 3.8523316 12.165245 6.5337152 
10.297443 6.403821 4.0167994 11.909295 6.5702085 
10.34267 6.6935596 4.5194707 12.159344 6.406793 
10.267063 6.371601 3.9555979 11.89495 6.6510954 
10.413411 5.523458 3.9875915 11.435889 6.332115 
10.361604 6.5365424 4.0538526 11.807174 6.7012305 
10.297479 6.673058 4.3389883 12.16316 6.4289517 
10.342045 6.5649076 3.9797595 11.848379 6.711165 
10.2581625 6.3912053 4.0230007 11.494826 6.8267536 
9.8088255 8.225993 3.4780529 13.658782 6.0957756 
9.821107 8.070353 3.5184183 13.5081215 6.1185226 
9.815168 8.168208 3.512667 13.604484 6.107124 
9.614005 6.950156 5.771574 12.70726 5.543678 
9.608026 6.9550505 5.7786293 12.712853 5.5399113 
9.612307 6.9328194 5.7831926 12.682347 5.5515633 
10.129798 7.275487 3.884795 12.779528 6.237988 
9.39072 7.8635297 4.2740173 14.912157 6.3961935 
10.129742 7.2055674 3.9202025 12.725302 6.256683 
9.932782 7.549805 3.7505887 13.025787 6.2399907 
10.163856 6.546391 4.063236 12.348315 6.2579656 
10.174907 6.5485554 4.1485667 12.413275 6.240569 
10.163725 6.5103354 4.068644 12.363342 6.257485 
10.154845 6.4825325 4.027487 12.3996525 6.2261653 
10.129047 6.498727 5.352296 11.887904 6.1842027 
10.241949 6.7561336 5.3481193 11.931259 6.311897 
10.061984 6.2762456 3.8668015 11.806799 6.233822 
10.174181 6.9182553 3.8976312 12.521921 6.27588 
10.269312 6.682052 4.066024 12.410884 6.3062263 
10.596005 6.9679337 3.3236322 11.225646 7.1987386 
10.13661 6.873282 3.9352493 12.435451 6.280771 
10.429085 7.29642 4.139404 12.898859 6.111553 
10.679523 4.5032763 4.555977 10.900539 7.6169353 
10.329209 6.730844 4.466687 12.317445 6.3260975 
10.352549 4.8848944 3.9283786 11.608198 6.022475 
10.348068 6.521584 4.5209823 12.247694 6.2931256 
10.258475 6.7905455 5.0547605 12.091375 6.322687 
10.456131 6.501396 4.163727 11.685588 6.796455 
9.956812 6.4320364 4.926756 10.366678 6.782486 
10.715775 4.424976 4.5568 10.849568 7.68828 
10.537026 5.3831635 4.34845 11.2828245 6.460249 
10.583503 6.961863 3.3478427 11.242841 7.1778393 
10.560444 7.0071316 3.3528972 11.2312765 7.1939187 
10.183598 7.2006617 4.3058734 12.763525 6.1657667 
10.07373 7.2859793 4.108134 12.822922 6.1843405 
9.933954 7.445736 3.8788269 12.917623 6.1810913 
9.983728 7.3497167 4.0457487 12.854292 6.13667 
10.323568 6.6390433 4.700266 12.332033 6.2519226 
10.214766 7.1422033 4.378138 12.729123 6.1759257 
10.1956005 7.183775 4.4027877 12.773601 6.1595573 
10.090044 7.2690425 4.1570773 12.795175 6.1684422 
10.077554 3.1514292 3.916008 12.007755 7.1080327 
10.134445 3.1897895 3.757813 12.0193205 6.9494333 
10.406586 7.2752967 4.120945 12.870745 6.1315513 
10.314271 6.0930343 4.57098 11.8593 6.355645 
10.163551 3.229715 3.8049154 12.080275 6.917166 
10.109322 3.1791055 3.8370771 11.972502 7.0040402 
10.201568 6.844301 3.9583242 11.451285 6.6744914 
10.161505 6.514647 3.9360077 12.16547 6.4013886 
10.32249 6.64944 4.7094703 12.234465 6.324593 
9.955125 7.5192223 3.762984 13.00101 6.2468796 
10.18161 6.167049 3.6731195 12.403574 6.499834 
10.187784 6.1338067 3.729229 12.382888 6.506307 
10.182344 6.16155 3.7317858 12.401416 6.5097733 
10.184241 6.1716332 3.733186 12.4133 6.49817 
10.178649 3.4225361 3.6869256 12.070208 6.8921003 
10.181539 6.2342606 3.7281234 12.425276 6.49174 
10.158072 6.870372 3.9312332 12.425288 6.312524 
9.901347 7.297455 3.7098987 12.964516 6.151837 
9.985462 7.420944 3.749628 12.881615 6.2609105 
10.37874 7.1646247 4.1099625 12.760076 6.1780157 
10.199194 6.2593513 4.0735345 11.76844 6.3684998 
9.864825 7.313166 3.7756743 13.174555 5.9957066 
10.220668 5.7158875 3.5127301 11.8958845 6.9046392 
9.852292 7.3213077 3.765785 13.185433 5.982908 
9.853001 7.3154416 3.769825 13.18113 5.9839325 
9.855817 7.32428 3.7686243 13.182891 5.984286 
9.855031 7.3257227 3.7720847 13.181475 5.9809923 
9.837177 7.331334 3.7520578 13.172593 5.983927 
9.83623 7.3454556 3.7459097 13.199383 5.9712563 
9.993741 7.332078 3.8525116 13.050118 6.0547585 
9.847448 7.318963 3.758582 13.184417 5.9811444 
9.838387 7.33804 3.754057 13.192818 5.9716234 
9.855494 7.323828 3.7703903 13.185141 5.9822073 
10.21558 5.9573317 3.987214 11.65531 6.205034 
10.202664 6.777494 5.0128403 11.949443 6.3690405 
10.26183 7.0636826 4.124352 12.500937 6.2666874 
10.167481 6.5332866 4.062653 12.292644 6.269069 
10.315328 6.7279654 4.567056 12.323476 6.2981176 
10.172947 7.073057 4.029772 12.378113 6.312297 
9.370636 7.8890543 4.2851224 14.950249 6.4015493 
9.350781 7.909912 4.2643213 14.966302 6.3812423 
9.350943 7.91036 4.263093 14.96514 6.380733 
9.371375 7.8856435 4.2927036 14.952724 6.4078794 
9.350013 7.9099855 4.2674403 14.972379 6.383191 
9.349565 7.9104853 4.267066 14.973227 6.382794 
9.35174 7.908517 4.2686253 14.970356 6.384495 
9.351983 7.9083853 4.2693777 14.971565 6.38519 
9.371473 7.886573 4.295199 14.953371 6.409174 
10.383873 7.2385473 4.0866213 12.826263 6.1530294 
10.12696 7.103136 3.8992167 12.575627 6.313582 
10.056827 7.1865063 3.774461 12.5568905 6.405615 
9.958141 7.3324566 3.6861198 12.789809 6.331629 
10.063733 7.1369166 3.7668319 12.48704 6.443893 
10.1509695 7.2314906 3.8710036 12.657861 6.304247 
9.960282 7.4024434 3.7086627 12.826745 6.3197985 
10.1806 6.546473 3.9838452 12.177724 6.4278517 
10.2764635 5.8468065 3.925233 11.69512 6.186002 
10.197959 6.7696238 5.516519 11.888472 6.2604175 
10.297386 6.782424 4.571169 12.355231 6.283026 
10.294952 4.5022902 4.8504386 11.064124 7.909923 
10.421475 7.285892 4.1258206 12.883492 6.1255803 
9.846085 6.623142 3.955178 11.428468 6.3429337 
9.60018 7.1780605 3.8732553 12.618145 5.8856726 
9.71358 7.0226107 4.026322 12.390535 6.0200315 
9.5765085 7.177958 3.8792686 12.618819 5.86975 
9.570019 7.186876 3.8680809 12.61743 5.8656535 
9.456859 7.3075137 3.8028357 12.753582 5.77317 
9.503964 7.3221197 3.8336895 12.745514 5.8068585 
9.470263 7.3303657 3.8266177 12.749511 5.7779408 
9.629373 7.067932 3.8875358 12.43088 5.940662 
9.48205 7.6007257 5.0567164 9.056412 6.8248186 
10.124725 7.264498 3.881006 12.797038 6.2147098 
10.111427 7.2693534 3.8724031 12.785129 6.242554 
10.594497 6.9611053 3.3238494 11.232889 7.1906652 
10.201391 7.2721267 3.9519649 12.737732 6.20183 
9.58035 7.184214 3.8703637 12.620086 5.8721633 
9.465626 7.3335004 3.8218079 12.752168 5.775167 
9.440611 7.301739 3.7861643 12.77047 5.7705064 
9.507884 7.2473764 3.84138 12.68141 5.81351 
9.540353 7.2388983 3.8465044 12.673594 5.841102 
9.447273 7.3433867 3.8065424 12.762195 5.7594233 
9.438608 7.312772 3.8016145 12.748003 5.7589316 
9.4321375 7.312175 3.7972772 12.75372 5.7549043 
9.437307 7.3099484 3.7975783 12.749935 5.7583537 
10.422824 4.9896355 5.5118604 9.261144 8.825024 
10.118192 7.307344 3.8720193 12.801989 6.231857 
10.029487 6.918041 3.792791 11.72494 6.5352716 
9.374249 7.883095 4.293656 14.948248 6.4090705 
10.3616905 4.4065046 4.19066 11.446892 6.282816 
9.371973 7.8861346 4.290439 14.955918 6.405914 
9.3530855 7.9060535 4.2717643 14.969717 6.386809 
9.360111 7.899663 4.278848 14.966567 6.394137 
9.3508415 7.909509 4.2681794 14.970715 6.3839655 
9.350435 7.9108458 4.2632613 14.966575 6.380596 
9.368643 7.8899755 4.2907352 14.95727 6.4054675 
9.355323 7.9041924 4.2735105 14.968081 6.388743 
6.6320467 5.7880836 10.795746 4.5928907 -0.078743935 
9.370421 7.8875403 4.2925105 14.9551115 6.407291 
10.132468 6.785114 3.9431233 12.367467 6.2744126 
9.901696 7.8238063 3.648079 13.318264 6.1371083 
9.806176 8.222103 3.4748747 13.654573 6.09218 
9.731987 6.7752366 5.6373796 12.492365 5.6981153 
9.722038 6.793724 5.660173 12.496362 5.685432 
9.682236 6.8527555 5.709256 12.570267 5.6337442 
9.758012 6.710093 5.6139994 12.43947 5.734528 
10.485291 5.5276713 4.7481785 11.545432 6.2976136 
9.7436285 6.783957 5.6268606 12.479873 5.7058735 
10.510194 4.0471487 4.115207 11.400299 6.019429 
10.235607 3.0869226 4.0030794 11.825657 7.1786547 
9.718216 6.775009 5.6630635 12.483757 5.6859007 
9.80981 8.229816 3.4776237 13.662896 6.09664 
9.88711 8.210655 3.5504508 13.646584 6.1725817 
9.847039 8.095652 3.5430624 13.534415 6.148068 
9.831372 8.219666 3.4996984 13.654515 6.1170382 
9.818283 8.214425 3.4912457 13.649546 6.10515 
10.324844 6.442612 4.7426085 12.068726 6.367866 
10.135684 6.7782054 3.9191325 12.385018 6.3017993 
10.140084 7.081879 3.917509 12.57923 6.2890587 
9.808194 8.202388 3.4802654 13.635066 6.08839 
10.315971 6.532611 3.8894873 11.887976 6.7079573 
10.290722 6.372971 3.7701874 11.946114 6.697738 
